experiment_id,episode,avg_eval_score
run_5,50,-363.9064348591617
run_5,55,-183.76168968225483
run_5,60,-183.52899860713745
run_5,65,-184.33614588609126
run_5,70,-394.2488613903318
run_5,75,-141.1983098656976
run_5,80,-228.0618787534151
run_5,85,-205.14961089041458
run_5,90,-178.03754581516247
run_5,95,-142.65879363281465
run_5,100,-153.78708132072555
run_5,105,-124.63729779876687
run_5,110,-154.51250141849783
run_5,115,-144.05184900762205
run_5,120,-153.0531653382799
run_5,125,-160.0165692790692
run_5,130,-153.83719371084072
run_5,135,-150.7722786199892
run_5,140,-146.12927738707504
run_5,145,-137.6849584610387
run_5,150,-117.01973770882132
run_5,155,-64.10902111487108
run_5,160,-180.50654820977587
run_5,165,-45.79133604805714
run_5,170,-161.5402131698424
run_5,175,-87.8293777351491
run_5,180,-26.872517661911644
run_5,185,-16.987450048756095
run_5,190,-21.221599401911373
run_5,195,-6.960924469966015
run_5,200,3.0628338815047904
run_5,205,-35.265179298010395
run_5,210,48.427169235967014
run_5,215,122.62137938279106
run_5,220,91.20049676327768
run_5,225,-12.597329926957945
run_5,230,-19.148521208943553
run_5,235,51.7871173547494
run_5,240,99.63977624423521
run_5,245,186.58840480263896
run_5,250,158.97727087200187
run_5,255,63.7074479601957
run_5,260,47.67713858655141
run_5,265,189.64855409632528
run_5,270,206.86711712327647
run_5,275,185.01834341075397
run_5,280,173.3166463193097
run_5,285,201.16896717416654
run_5,290,246.84199025015036
run_5,295,189.4509619096477
run_5,300,258.4150170881949
run_6,5,-700.6797637723015
run_6,10,-347.1443640358558
run_6,15,-258.11165079010266
run_6,20,-169.5163504654073
run_6,25,-77.35306462361252
run_6,30,-147.27033617936885
run_6,35,-241.63397218758647
run_6,40,-402.91549439340946
run_6,45,-249.07920667054105
run_6,50,-358.61541649685495
run_6,55,-323.1121134215215
run_6,60,-293.5550766916625
run_6,65,-274.2353727698303
run_6,70,-180.63572704431698
run_6,75,-167.93436794860008
run_6,80,-130.51194078746443
run_6,85,-146.23830611102147
run_6,90,-130.41424044527872
run_6,95,-88.85397736045167
run_6,100,-175.592977293509
run_6,105,-116.31596112872816
run_6,110,-131.0976386933352
run_6,115,-121.8161004544504
run_6,120,-108.5428463440254
run_6,125,-108.77166620112114
run_6,130,-121.595205301134
run_6,135,-133.87667956195452
run_6,140,-73.93515339098752
run_6,145,-72.57837583496034
run_6,150,-61.71861751620456
run_6,155,-64.00267344130282
run_6,160,-48.83008012278913
run_6,165,-52.43510239165728
run_6,170,-18.062995338745978
run_6,175,-84.56527835828396
run_6,180,-62.57153236356659
run_6,185,-50.354770830966956
run_6,190,-37.83460716105693
run_6,195,-57.658294090442226
run_6,200,-94.81869246110477
run_6,205,-82.17176322652824
run_6,210,-16.80142286696173
run_6,215,-7.847640488177795
run_6,220,-36.40588814410294
run_6,225,-36.08850889199697
run_6,230,101.09877771251031
run_6,235,52.12673430631901
run_6,240,-33.96878381316124
run_6,245,-38.56235691981577
run_6,250,-18.463738645911423
run_6,255,180.26770613210655
run_6,260,104.35487365074285
run_6,265,-134.23248739613143
run_6,270,190.92824163303746
run_6,275,-216.77006186103972
run_6,280,25.03625123733712
run_6,285,-23.705420588411165
run_6,290,-35.55566581695207
run_6,295,40.7296779357046
run_6,300,174.10208222005008
run_6,305,-46.330368991753986
run_6,310,141.3726019020397
run_6,315,-46.994847991208246
run_6,320,223.7341818071928
run_6,325,118.65226429072239
run_6,330,248.4202490634181
run_6,335,126.23440724530928
run_6,340,261.87178971656584
run_7,5,-841.2252763745358
run_7,10,-261.25901456236596
run_7,15,-386.4337579115562
run_7,20,-287.5367570378066
run_7,25,-184.01047470809635
run_7,30,-137.11109563910014
run_7,35,-224.02444765182173
run_7,40,-447.3220389572224
run_7,45,-218.8495237354577
run_7,50,-398.5966684056335
run_7,55,-214.1912757098275
run_7,60,-224.96569509096616
run_7,65,-156.91354282621302
run_7,70,-127.86437318074306
run_7,75,-95.45845522924161
run_7,80,-100.75232719700091
run_7,85,-106.80480422851008
run_7,90,-97.71912633562488
run_7,95,-126.2169783010831
run_7,100,-180.87755203051591
run_7,105,-198.17658038315108
run_7,110,-217.10412043915434
run_7,115,-145.32164364065974
run_7,120,-196.84669094408477
run_7,125,-87.42324147814111
run_7,130,-119.39284708159724
run_7,135,-103.14307664156392
run_7,140,-110.1243209839051
run_7,145,-102.94964126289986
run_7,150,-63.932894747190645
run_7,155,-40.174561129586586
run_7,160,-49.81687179428033
run_7,165,-40.202614111054594
run_7,170,-99.80662925546301
run_7,175,-22.3928952070831
run_7,180,-11.330954088997345
run_7,185,-32.76743364284338
run_7,190,-36.07322824804085
run_7,195,-26.82722968174927
run_7,200,-36.61119336210857
run_7,205,-5.655399470172964
run_7,210,-24.494220434617084
run_7,215,181.45946941592393
run_7,220,15.039658420231103
run_7,225,79.56628788814174
run_7,230,80.73582405734528
run_7,235,189.61391705289338
run_7,240,56.62846399602624
run_7,245,23.89434653266344
run_7,250,1.0379467629939092
run_7,255,221.25032633152637
run_7,260,186.67370416067658
run_7,265,200.5741191778716
run_7,270,-19.225045763815615
run_7,275,223.29206072492076
run_7,280,239.99400887044914
run_7,285,228.07209982812233
run_7,290,195.40186244512694
run_7,295,107.2664213470633
run_7,300,251.40995658652227
run_8,5,-598.233615067871
run_8,10,-142.30376629038332
run_8,15,-123.4312501663115
run_8,20,-128.8101013217477
run_8,25,-3.8273973421782075
run_8,30,-92.74453902735074
run_8,35,-170.76465018859616
run_8,40,-230.95842403976795
run_8,45,-212.98552429083475
run_8,50,-277.0822364617523
run_8,55,-278.67161057090004
run_8,60,-218.6725125072574
run_8,65,-202.44365501980022
run_8,70,-198.07051017355923
run_8,75,-165.9611867728985
run_8,80,-162.90220609674458
run_8,85,-177.455820151979
run_8,90,-209.02021063369733
run_8,95,-189.36346237292423
run_8,100,-191.64481899460566
run_8,105,-190.26104253007836
run_8,110,-252.61926194185585
run_8,115,-210.43256679181522
run_8,120,-226.18087244187322
run_8,125,-184.11818750111644
run_8,130,-190.17731848833418
run_8,135,-172.75772906689116
run_8,140,-200.2746786585979
run_8,145,-188.7349161244804
run_8,150,-164.1437037788546
run_8,155,-145.88398098323847
run_8,160,-123.2988837743014
run_8,165,-76.62615041578067
run_8,170,-91.22304620613427
run_8,175,-41.76633535225119
run_8,180,-69.82450089461959
run_8,185,-27.45020958172131
run_8,190,-44.69610418631529
run_8,195,-9.698334492286296
run_8,200,-51.61897542879126
run_8,205,-216.9802783599386
run_8,210,-21.946994989302905
run_8,215,-64.53879732681682
run_8,220,-44.22054101059645
run_8,225,-47.77317185980861
run_8,230,139.7735371853767
run_8,235,40.228139615725844
run_8,240,-160.98719990849162
run_8,245,-756.5286936627483
run_8,250,198.78978856053976
run_8,255,163.04053804798625
run_8,260,119.0812978942256
run_8,265,-32.62702825451645
run_8,270,245.627531744613
run_8,275,230.19002248759853
run_8,280,255.922912095044
run_9,5,-1251.0996774708267
run_9,10,-868.0946252891375
run_9,15,-683.2300913098238
run_9,20,-452.4253810697804
run_9,25,-368.9568725674354
run_9,30,-269.47752568576016
run_9,35,-277.53795346841815
run_9,40,-302.4874888768194
run_9,45,-461.35117981047017
run_9,50,-300.6328208104989
run_9,55,-226.1194662730173
run_9,60,-279.64073693671446
run_9,65,-326.29291684497423
run_9,70,-182.52447300809646
run_9,75,-229.69739527374676
run_9,80,-124.22461327618059
run_9,85,-254.873604493302
run_9,90,-145.01135553961453
run_9,95,-118.5166998386841
run_9,100,-204.74764134411046
run_9,105,-235.2769894468625
run_9,110,-216.54973541515855
run_9,115,-202.96317655791344
run_9,120,-187.7312612163144
run_9,125,-191.6022374209636
run_9,130,-178.54080261619868
run_9,135,-205.81415558383543
run_9,140,-133.89989400485192
run_9,145,-56.97606018165362
run_9,150,-71.27871295309495
run_9,155,-71.21386205400711
run_9,160,-52.44989057054736
run_9,165,-79.42246932342852
run_9,170,-41.83133043213264
run_9,175,-125.46763860595952
run_9,180,-22.643573547447613
run_9,185,-23.65448295431828
run_9,190,-34.72526811425259
run_9,195,-12.60554830084266
run_9,200,-4.5559099186274405
run_9,205,-9.005897763252985
run_9,210,-29.892020378934454
run_9,215,-15.874616977661173
run_9,220,-32.62466571888889
run_9,225,-18.6177710499833
run_9,230,-24.03333128223897
run_9,235,43.81848000530906
run_9,240,13.400242722666377
run_9,245,-136.1661228462249
run_9,250,-64.0896109155587
run_9,255,26.825054721940923
run_9,260,4.314522313065622
run_9,265,-21.210884648557606
run_9,270,-24.319378976879946
run_9,275,-65.62594881121395
run_9,280,-21.156442663487617
run_9,285,-8.432279642365199
run_9,290,-27.6758675343202
run_9,295,174.01402720943707
run_9,300,35.18264994633702
run_9,305,30.16503077292355
run_9,310,-70.22303635590735
run_9,315,156.66652228417334
run_9,320,211.85443900484933
run_9,325,242.41942814221642
run_9,330,252.36517618072853
