experiment_id,episode,avg_eval_score,target_score,learning_rate,batch_size,gamma,first_hid,second_hid,epsilon_decay
run_1,5,-118.22465596056338,250,0.0005,256,0.99,200,200,0.995
run_1,10,-496.51592779061093,250,0.0005,256,0.99,200,200,0.995
run_1,15,-239.88493379269934,250,0.0005,256,0.99,200,200,0.995
run_1,20,-213.11086690974616,250,0.0005,256,0.99,200,200,0.995
run_1,25,-207.45121802035092,250,0.0005,256,0.99,200,200,0.995
run_1,30,-158.88658726543477,250,0.0005,256,0.99,200,200,0.995
run_1,35,-148.4518410763923,250,0.0005,256,0.99,200,200,0.995
run_1,40,-121.81791387225375,250,0.0005,256,0.99,200,200,0.995
run_1,45,-145.35011220288712,250,0.0005,256,0.99,200,200,0.995
run_1,50,-150.44728866761855,250,0.0005,256,0.99,200,200,0.995
run_1,55,-223.47796031266847,250,0.0005,256,0.99,200,200,0.995
run_1,60,-178.25124557436885,250,0.0005,256,0.99,200,200,0.995
run_1,65,-202.88490452555752,250,0.0005,256,0.99,200,200,0.995
run_1,70,-221.23362737619445,250,0.0005,256,0.99,200,200,0.995
run_1,75,-176.64832396022786,250,0.0005,256,0.99,200,200,0.995
run_1,80,-210.15104870770898,250,0.0005,256,0.99,200,200,0.995
run_1,85,-279.01485172050957,250,0.0005,256,0.99,200,200,0.995
run_1,90,-245.85405807796468,250,0.0005,256,0.99,200,200,0.995
run_1,95,-233.16016931279893,250,0.0005,256,0.99,200,200,0.995
run_1,100,-193.24925238525287,250,0.0005,256,0.99,200,200,0.995
run_1,105,-221.83051086167347,250,0.0005,256,0.99,200,200,0.995
run_1,110,-223.69076269431292,250,0.0005,256,0.99,200,200,0.995
run_1,115,-195.0886102897492,250,0.0005,256,0.99,200,200,0.995
run_1,120,-198.822816184051,250,0.0005,256,0.99,200,200,0.995
run_1,125,-190.57734677878372,250,0.0005,256,0.99,200,200,0.995
run_1,130,-172.01411277157854,250,0.0005,256,0.99,200,200,0.995
run_1,135,-137.08492162808164,250,0.0005,256,0.99,200,200,0.995
run_1,140,-215.27020189518277,250,0.0005,256,0.99,200,200,0.995
run_1,145,-185.85699077030063,250,0.0005,256,0.99,200,200,0.995
run_1,150,-122.08863491341205,250,0.0005,256,0.99,200,200,0.995
run_1,155,-134.9254011989847,250,0.0005,256,0.99,200,200,0.995
run_1,160,-30.63543746669988,250,0.0005,256,0.99,200,200,0.995
run_1,165,-64.99008922893216,250,0.0005,256,0.99,200,200,0.995
run_1,170,-32.07895854072679,250,0.0005,256,0.99,200,200,0.995
run_1,175,-26.150931845358155,250,0.0005,256,0.99,200,200,0.995
run_1,180,-2.5397386122286276,250,0.0005,256,0.99,200,200,0.995
run_1,185,-56.10895070739987,250,0.0005,256,0.99,200,200,0.995
run_1,190,92.02010935279392,250,0.0005,256,0.99,200,200,0.995
run_1,195,0.9709538595839595,250,0.0005,256,0.99,200,200,0.995
run_1,200,50.331997618178576,250,0.0005,256,0.99,200,200,0.995
run_1,205,-35.49742727247472,250,0.0005,256,0.99,200,200,0.995
run_1,210,145.03192593891603,250,0.0005,256,0.99,200,200,0.995
run_1,215,18.705625459091515,250,0.0005,256,0.99,200,200,0.995
run_1,220,125.14117218335305,250,0.0005,256,0.99,200,200,0.995
run_1,225,201.35204724202373,250,0.0005,256,0.99,200,200,0.995
run_1,230,214.90652486498007,250,0.0005,256,0.99,200,200,0.995
run_1,235,207.5328480895327,250,0.0005,256,0.99,200,200,0.995
run_1,240,236.60377729297335,250,0.0005,256,0.99,200,200,0.995
run_1,245,-21.050771735540234,250,0.0005,256,0.99,200,200,0.995
run_1,250,143.09324579588906,250,0.0005,256,0.99,200,200,0.995
run_1,255,116.52866649265074,250,0.0005,256,0.99,200,200,0.995
run_1,260,32.50383706813889,250,0.0005,256,0.99,200,200,0.995
run_1,265,241.5018796037106,250,0.0005,256,0.99,200,200,0.995
run_1,270,203.6969109595836,250,0.0005,256,0.99,200,200,0.995
run_1,275,60.77200920776254,250,0.0005,256,0.99,200,200,0.995
run_1,280,229.3018493611524,250,0.0005,256,0.99,200,200,0.995
