experiment_id,episode,avg_eval_score,target_score,learning_rate,batch_size,gamma,first_hid,second_hid,epsilon_decay
run_1,5,-119.99252693461395,250,0.0005,256,0.99,200,200,0.995
run_1,10,-137.00998851869815,250,0.0005,256,0.99,200,200,0.995
run_1,15,-324.77893873278606,250,0.0005,256,0.99,200,200,0.995
run_1,20,-124.17440143193383,250,0.0005,256,0.99,200,200,0.995
run_1,25,-256.8381334205036,250,0.0005,256,0.99,200,200,0.995
run_1,30,-479.86031422555817,250,0.0005,256,0.99,200,200,0.995
run_1,35,-110.14337248457942,250,0.0005,256,0.99,200,200,0.995
run_1,40,-130.6249287888185,250,0.0005,256,0.99,200,200,0.995
run_1,45,-47.92199894759079,250,0.0005,256,0.99,200,200,0.995
run_1,50,-40.58049685090923,250,0.0005,256,0.99,200,200,0.995
run_1,55,-150.59279337065706,250,0.0005,256,0.99,200,200,0.995
run_1,60,-287.97215711197293,250,0.0005,256,0.99,200,200,0.995
run_1,65,-205.6601373677193,250,0.0005,256,0.99,200,200,0.995
run_1,70,-180.0846919230906,250,0.0005,256,0.99,200,200,0.995
run_1,75,-120.27197790977645,250,0.0005,256,0.99,200,200,0.995
run_1,80,-81.42406667443404,250,0.0005,256,0.99,200,200,0.995
run_1,85,-371.9202625926869,250,0.0005,256,0.99,200,200,0.995
run_1,90,-371.2108763387376,250,0.0005,256,0.99,200,200,0.995
run_1,95,-469.31955090070943,250,0.0005,256,0.99,200,200,0.995
run_1,100,-292.03637258926557,250,0.0005,256,0.99,200,200,0.995
run_1,105,-233.15418375486175,250,0.0005,256,0.99,200,200,0.995
run_1,110,-202.83591647279675,250,0.0005,256,0.99,200,200,0.995
run_1,115,-145.59429726811624,250,0.0005,256,0.99,200,200,0.995
run_1,120,-146.89323208474275,250,0.0005,256,0.99,200,200,0.995
run_1,125,-102.71440935570952,250,0.0005,256,0.99,200,200,0.995
run_1,130,-173.88308917875196,250,0.0005,256,0.99,200,200,0.995
run_1,135,-60.08641074203483,250,0.0005,256,0.99,200,200,0.995
run_1,140,46.42525379567327,250,0.0005,256,0.99,200,200,0.995
run_1,145,63.68414369569825,250,0.0005,256,0.99,200,200,0.995
run_1,150,-90.97091174250235,250,0.0005,256,0.99,200,200,0.995
run_1,155,-66.48902623841742,250,0.0005,256,0.99,200,200,0.995
run_1,160,-83.0985977488802,250,0.0005,256,0.99,200,200,0.995
run_1,165,-29.461342932513947,250,0.0005,256,0.99,200,200,0.995
run_1,170,-52.683431394466744,250,0.0005,256,0.99,200,200,0.995
run_1,175,-127.69638681319289,250,0.0005,256,0.99,200,200,0.995
run_1,180,-43.74810708444363,250,0.0005,256,0.99,200,200,0.995
run_1,185,-135.44237028346546,250,0.0005,256,0.99,200,200,0.995
run_1,190,18.636734398319692,250,0.0005,256,0.99,200,200,0.995
run_1,195,115.06772030192883,250,0.0005,256,0.99,200,200,0.995
run_1,200,-8.135892188070859,250,0.0005,256,0.99,200,200,0.995
run_1,205,113.82364243059843,250,0.0005,256,0.99,200,200,0.995
run_1,210,153.3649237028336,250,0.0005,256,0.99,200,200,0.995
run_1,215,95.841439895846,250,0.0005,256,0.99,200,200,0.995
run_1,220,-1.2048909902449787,250,0.0005,256,0.99,200,200,0.995
run_1,225,-141.35211301362935,250,0.0005,256,0.99,200,200,0.995
run_1,230,0.5280782224406082,250,0.0005,256,0.99,200,200,0.995
run_1,235,58.10630984037897,250,0.0005,256,0.99,200,200,0.995
run_1,240,-16.55395188106403,250,0.0005,256,0.99,200,200,0.995
run_1,245,45.77921092594189,250,0.0005,256,0.99,200,200,0.995
run_1,250,-2.1675724108591425,250,0.0005,256,0.99,200,200,0.995
run_1,255,35.82892237062828,250,0.0005,256,0.99,200,200,0.995
run_1,260,-36.945203164047896,250,0.0005,256,0.99,200,200,0.995
run_1,265,137.5056218387542,250,0.0005,256,0.99,200,200,0.995
run_1,270,-84.87972770869203,250,0.0005,256,0.99,200,200,0.995
run_1,275,97.44423486152192,250,0.0005,256,0.99,200,200,0.995
run_1,280,-33.08547081165297,250,0.0005,256,0.99,200,200,0.995
run_1,285,54.65106010856707,250,0.0005,256,0.99,200,200,0.995
run_1,290,22.95938641082406,250,0.0005,256,0.99,200,200,0.995
run_1,295,151.04412506168555,250,0.0005,256,0.99,200,200,0.995
run_1,300,-27.16335768006985,250,0.0005,256,0.99,200,200,0.995
run_1,305,181.4294986408135,250,0.0005,256,0.99,200,200,0.995
run_1,310,-41.15421945752541,250,0.0005,256,0.99,200,200,0.995
run_1,315,79.95540207824737,250,0.0005,256,0.99,200,200,0.995
run_1,320,124.20958380332652,250,0.0005,256,0.99,200,200,0.995
run_1,325,155.0484881143459,250,0.0005,256,0.99,200,200,0.995
run_1,330,210.10667361018164,250,0.0005,256,0.99,200,200,0.995
run_1,335,39.87407038206675,250,0.0005,256,0.99,200,200,0.995
run_1,340,168.7543000017057,250,0.0005,256,0.99,200,200,0.995
run_1,345,162.36644401296175,250,0.0005,256,0.99,200,200,0.995
run_1,350,147.12245766306177,250,0.0005,256,0.99,200,200,0.995
run_1,355,253.10142910911327,250,0.0005,256,0.99,200,200,0.995
run_10,5,-422.4147312330072,250,0.0005,256,0.99,200,200,0.995
run_10,10,-389.0928413742374,250,0.0005,256,0.99,200,200,0.995
run_10,15,-504.428117520617,250,0.0005,256,0.99,200,200,0.995
